Title,Technologies,Company,Salary,English level,Url
Senior Full Stack Software Developer (Python+JS),"Python,GCP,API,HTML,JavaScript,AWS,HTML",Sigma Software,$4000-5000,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616862-senior-full-stack-software-developer-python-j/
Senior Python developer,"Python,API,JavaScript,AWS,Agile",Yalantis,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616819-senior-python-developer/
Python/Django Engineer,"Python,React,Django",Intobi,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/556932-python-django-engineer/
Looking Middle Python Developer,"Python,GCP,API,GitLab CI,Flask,JavaScript,SQLAlchemy,AWS,Django,Azure,Microservice,Git,FastApi,MySQL,Docker,PostgreSQL,Nginx,PostgreSQL,Celery",Inquatro,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/600066-looking-middle-python-developer/
Middle Python,"Python,Flask,Django,Git,PostgreSQL,PostgreSQL",Sunrise Technology,$2000-3500,,https://djinni.co/jobs/617207-middle-python/
Senior Developer / CI Developer (IRC206222),"Python,Jenkins,Git,Linux,Agile",GlobalLogic,$4000-6000,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/617269-senior-developer-ci-developer-irc206222-/
Senior Python Developer,"Python,API,AWS,Django,Git,Algorithms,Docker",Particles Global,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/617243-senior-python-developer/
Middle Python Developer,"Python,CSS,React,API,Flask,HTML,JavaScript,Django,Git,Linux,FastApi,Angular,PostgreSQL,Agile,HTML,Jira,PostgreSQL,Redis",AI Pickles,,,https://djinni.co/jobs/617046-middle-python-developer/
Middle Python Developer,"Python,React,API,SQLAlchemy,AWS,FastApi,Asyncio,PostgreSQL,REST Api,PostgreSQL",Boosty Labs,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/617278-middle-python-developer/
Senior Backend Engineer (Python),"Python,React,API,Kafka,Django,Git,Kubernetes,FastApi,DRF,Docker,Asyncio,PostgreSQL,REST Api,PostgreSQL,Celery,Redis",Orderry,$3500-4500,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/541091-senior-backend-engineer-python-/
Senior Python Developer (with AWS skills),"Python,React,AWS,Machine Learning,Kubernetes,Docker,Agile",Kozak Agency,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616394-senior-python-developer-with-aws-skills-/
Python Engineer,"Python,React,API,Flask,AWS,Git,Docker,PostgreSQL,PostgreSQL,Redis",Hevelian,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616775-python-engineer/
Middle Strong Python Dev,"Python,API,Docker,Agile",Codify,,"
  Англійська: Advanced/Fluent
    
  
",https://djinni.co/jobs/616429-middle-strong-python-dev/
Python Developer,"Python,API,JavaScript,Git,Linux,MySQL,Docker,PostgreSQL,PostgreSQL",Ronis Business Tools,,,https://djinni.co/jobs/505763-python-developer/
Data Mining Engineer needed for data centric startup,"Python,API,Selenium,Git,Kubernetes,Docker,Selenium",Forecasa,,"
  Англійська: Advanced/Fluent
    
  
",https://djinni.co/jobs/256433-data-mining-engineer-needed-for-data-centric-/
Middle Python/Machine Learning Software Engineer,"Python,API,OOP,Microservice,Git,Linux,Algorithms,Docker",GlobalLogic,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616475-middle-python-machine-learning-software-engin/
Staff Software Engineer/Tech lead,"Python,API,AWS,Kubernetes,MySQL,NoSQL,Redis,NoSQL",SPS Commerce,,"
  Англійська: Advanced/Fluent
    
  
",https://djinni.co/jobs/609164-staff-software-engineer-tech-lead/
"Middle Python/Django developer, full stack (front preferable vue.js)","Python,API,Django,Vue,Docker,Django Rest Framework,Vue",Itera Research,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/609621-middle-python-django-developer-full-stack-fro/
Python Developer,"Python,GCP,API,Flask,HTML,AWS,Selenium,Linux,Selenium,NoSQL,HTML,NoSQL",Dataforest,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/86357-python-developer/
Middle/Senior Full Stack (Python / React.js / TypeScript),"Python,React,API,Flask,OOP,JavaScript,Machine Learning,PostgreSQL,REST Api,PostgreSQL",Kozak Agency,від $3000,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616665-middle-senior-full-stack-python-react-js-type/
Python Engineer (Poland),"Python,Jenkins,API,AWS,Django,Machine Learning,Kubernetes,MongoDB,Docker,Celery",Adaptiq,до $6500,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616753-python-engineer-poland-/
Python Lead,"Python,AWS,Agile,NoSQL,NoSQL",Skillers,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/609962-python-lead/
Senior Python (Django) Developer,"Python,API,AWS,Django,Git,DRF,Docker,Agile,NoSQL,Celery,Redis,NoSQL",Zutobi,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/616686-senior-python-django-developer/
Python developer / strong junior,"Python,API,AWS,Django,NoSQL,NoSQL",dZENcode,$350-1200,"
  Англійська: Pre-Intermediate
    
  
",https://djinni.co/jobs/559927-python-developer-strong-junior/
Senior Python Developer,"Python,React,Django,PostgreSQL,PostgreSQL,Redis",EVA,,,https://djinni.co/jobs/616292-senior-python-developer/
Senior Software Engineer (Python),"Python,React,API,JavaScript,AWS,Kubernetes,Docker",SPS Commerce,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/616319-senior-software-engineer-python-/
Software Engineer (Python),"Python,React,API,JavaScript,AWS,Kubernetes,Docker",SPS Commerce,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/616318-software-engineer-python-/
Senior Python developer (Location - Germany),"Python,AWS,Machine Learning,Git,Kubernetes,Algorithms,Docker",Confitech Dienstleistungs GmbH,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/615813-senior-python-developer-location-germany-/
Scraping Engineer,"Python,API,AWS,Azure,Linux,Scrapy,NoSQL,NoSQL",GroupBWT,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/608841-scraping-engineer/
Штучний інтелект і Python (блок ШІ),Python,IT STEP Academy,,,https://djinni.co/jobs/615803-shtuchnii-intelekt-i-python-blok-shi-/
Database Developer (Graph Databases),"Python,API,Git,Algorithms,Docker",FIVEWALLS,$2000-2700,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616326-database-developer-graph-databases-/
Python Developer,"Python,API,AWS,FastApi,Docker",Yael Acceptic,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/615820-python-developer/
Team Lead / Senior Python Engineer (Indigo Ag),"Python,API,SQLAlchemy,Git,FastApi,Pydantic,Celery,Redis",Intelliarts,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/615908-team-lead-senior-python-engineer-indigo-ag-/
Python Developer (Scraping),"Python,GCP,API,Flask,AWS,Selenium,Linux,Selenium,NoSQL,NoSQL",Dataforest,$500-1200,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/600976-python-developer-scraping-/
Team Lead Python/Django,"Python,GCP,API,AWS,Django,Azure,Kubernetes,MongoDB,DRF,Docker,PostgreSQL,NoSQL,PostgreSQL,Celery,NoSQL",Dataforest,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616020-team-lead-python-django/
Senior Python Developer with AWS,"Python,AWS,Linux,PostgreSQL,Agile,PostgreSQL",Luxoft,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616005-senior-python-developer-with-aws/
Senior Python Developer with AWS,"Python,AWS,Linux,PostgreSQL,Agile,PostgreSQL",Luxoft,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/616215-senior-python-developer-with-aws/
Python Developer for EdTech company,Python,Projector,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/605890-python-developer-for-edtech-company/
Data Aggregation Specialist (Python),"Python,API,HTML,OOP,Selenium,Git,Selenium,Scrapy,HTML",Jooble,$350-1200,,https://djinni.co/jobs/616072-data-aggregation-specialist-python-/
Senior Python Developer,"Python,AWS,Linux,PostgreSQL,Agile,PostgreSQL",Luxoft,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/615809-senior-python-developer/
Software Engineer with VoIP experience,"Python,API,Machine Learning",Respeecher,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/615312-software-engineer-with-voip-experience/
Python Engineer (OCR and Document Processing),"Python,Git",PLANEKS,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/615296-python-engineer-ocr-and-document-processing-/
Senior Python Software Engineer with Data Science experience (in Europe),Python,Binariks,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/607480-senior-python-software-engineer-with-data-sci/
Large Language Model (LLM) Engineer,"Python,Machine Learning",BVG,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/598951-large-language-model-llm-engineer/
Python developer,"Python,API,Django,Git,Linux,PostgreSQL,REST Api,Django Rest Framework,PostgreSQL",Project Ukraine,,,https://djinni.co/jobs/615375-python-developer/
Middle Python Developer,"Python,API,Kafka,Kubernetes,Docker,PostgreSQL,PostgreSQL,Redis",COMPARUS UA,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/545042-middle-python-developer/
Python developer на платформі Odoo,"Python,CSS,API,HTML,JavaScript,Git,PostgreSQL,HTML,PostgreSQL",Aurelis Software,,"
  Англійська: Pre-Intermediate
    
  
",https://djinni.co/jobs/615451-python-developer-na-platformi-odoo/
Junior Python Developer (full stack),"Python,GCP,React,API,OOP,JavaScript,AWS,Django,Azure,Vue,Git,Linux,Docker,REST Api,Vue",Synergy Way,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/615243-junior-python-developer-full-stack-/
Python Developer,"Python,GCP,API,Flask,OOP,AWS,Django,Azure,Kubernetes,Docker,Agile,NoSQL,NoSQL",OCTY,$500-1200,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/593926-python-developer/
Senior Python Developer with AWS,"Python,AWS,Linux,PostgreSQL,Agile,PostgreSQL",Luxoft,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/615794-senior-python-developer-with-aws/
Python + Django,"Python,API,Django,Git,PostgreSQL,REST Api,Django Rest Framework,PostgreSQL",JetUp,$500-1200,"
  Англійська: Pre-Intermediate
    
  
",https://djinni.co/jobs/615722-python-django/
Senior Python Developer with AWS,"Python,AWS,Linux,PostgreSQL,Agile,PostgreSQL",Luxoft,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/615790-senior-python-developer-with-aws/
Middle to Senior Python Engineer,"Python,GCP,CSS,API,Flask,HTML,JavaScript,AWS,Django,Azure,FastApi,MongoDB,MySQL,PostgreSQL,HTML,PostgreSQL",BVG,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/598977-middle-to-senior-python-engineer/
Python (Odoo) Developer,"Python,CSS,HTML,JavaScript,Git,HTML",ToDo LTD,$500-1200,,https://djinni.co/jobs/557981-python-odoo-developer/
Pyton Developer 4+ years exp,"Python,API,SQLAlchemy,AWS,Django,Linux,FastApi,Docker,REST Api,Celery,Redis",Addstrategix,,,https://djinni.co/jobs/603425-pyton-developer-4-years-exp/
Senior - Regular Python Developer ( EST working hours),"Python,AWS",Luxoft,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/611193-senior-regular-python-developer-est-working-h/
Middle Python Developer,"Python,GCP,API,Flask,HTML,SQLAlchemy,AWS,Linux,PostgreSQL,HTML,PostgreSQL,Celery",Dataforest,,"
  Англійська: Intermediate
    
  
",https://djinni.co/jobs/463004-middle-python-developer/
Python developer with Cloud and DevOps experience,"Python,API,GitLab CI,OOP,AWS,Azure,Microservice,Git,Linux,Kubernetes,Docker,Agile",Luxoft,,"
  Англійська: Upper-Intermediate
    
  
",https://djinni.co/jobs/611911-python-developer-with-cloud-and-devops-experi/
